title,url,time_added,cursor,tags,status
Jessy Lin •,http://jessylin.com/2019/07/26/so-so-technologies/,1657670323,3405556429,,reading
http://getpocket.com/explore/item/5-languages-that-could-change-the-way-you-see-the-world,http://getpocket.com/explore/item/5-languages-that-could-change-the-way-you-see-the-world,1632385629,3405556432,,archive
Transformers from scratch | peterbloem.nl,https://peterbloem.nl/blog/transformers,1698762421,3405556441,,unread
Introduction to the Agda Programming Language,https://serokell.io/blog/agda-in-nutshell,1733741270,3405556444,,reading
https://www.youtube.com/watch?v=1bJt5FVJYis,https://www.youtube.com/watch?v=1bJt5FVJYis,1659955447,3405556459,watchlist,unread
Good citizenship depends on basic statistical literacy | Aeon Essays,https://aeon.co/essays/good-citizenship-depends-on-basic-statistical-literacy?utm_medium=feed&utm_source=rss-feed,1569019822,3405556460,,archive
Mental Health Tips feat. Anxiety Wolf,https://ncase.me/mental-health/#toc_1,1675638636,3405556462,,unread
http://bressanini-lescienze.blogautore.espresso.repubblica.it/2019/09/27/di-greta-thunberg-voli-aerei-e-concerti-in-central-park/,http://bressanini-lescienze.blogautore.espresso.repubblica.it/2019/09/27/di-greta-thunberg-voli-aerei-e-concerti-in-central-park/,1569576776,3405556467,,archive
Neo Cab Dev Log — Translating the Cyberpunk Future,https://blog.neocabgame.com/post/188394177391/translating-the-cyberpunk-future,1588889227,3405556474,,archive
Machines Beat Humans on a Reading Test. But Do They Understand? | Quanta Ma,https://www.quantamagazine.org/machines-beat-humans-on-a-reading-test-but-do-they-understand-20191017/,1571342841,3405556476,,archive
Computers Evolve a New Path Toward Human Intelligence | Quanta Magazine,https://www.quantamagazine.org/computers-evolve-a-new-path-toward-human-intelligence-20191106/,1573348613,3405556481,,reading
Artificial Intelligence Discovers Tool Use in Hide-and-Seek Games | Quanta,https://www.quantamagazine.org/artificial-intelligence-discovers-tool-use-in-hide-and-seek-games-20191118/,1574209488,3405556484,,archive
What being asexual or aromantic tells us about sex and romance | Aeon Essay,https://aeon.co/essays/what-being-asexual-or-aromantic-tells-us-about-sex-and-romance?utm_medium=feed&utm_source=rss-feed,1574209461,3405556487,,archive
Are You Ready to ROR? An Inside Look at this New Organization Identifier Re,https://scholarlykitchen.sspnet.org/2019/12/04/are-you-ready-to-ror-an-inside-look-at-this-new-organization-identifier-registry/,1712822740,3405556491,,unread
What Did I Learn This Decade? (2010-2019),https://blog.ncase.me/2010-2019/,1578183246,3405556502,,archive
Creating Slides with Jupyter Notebook - Parametric Thoughts,https://janakiev.com/blog/creating-slides-with-jupyter-notebook/,1667555387,3405556504,tutorials,unread
Artificial Intelligence Will Do What We Ask. That’s a Problem. | Quanta Mag,https://www.quantamagazine.org/artificial-intelligence-will-do-what-we-ask-thats-a-problem-20200130/,1580660395,3405556508,,reading
"In rural Russia, the days of Communism are fading from memory like fairytal",https://aeon.co/videos/in-rural-russia-the-days-of-communism-are-fading-from-memory-like-fairytales,1581261747,3405556512,watchlist,unread
Jessy Lin •,http://jessylin.com/2019/11/17/what-philosophy-is-good-for/,1657670317,3405556514,,reading
Growing Neural Cellular Automata,https://distill.pub/2020/growing-ca/,1585943108,3405556518,explorables|papers,unread
Skola – OSCILLATOR,https://www.oscillator.se/skola/#pim,1697147330,3405556529,,unread
Visualizing Neural Networks with the Grand Tour,https://distill.pub/2020/grand-tour/,1590573973,3405556533,explorables|papers,unread
Are Sixteen Heads Really Better than One? – Machine Learning Blog | ML@CMU,https://blog.ml.cmu.edu/2020/03/20/are-sixteen-heads-really-better-than-one/,1701080410,3405556539,,reading
Mathematics as a Team Sport | Quanta Magazine,https://www.quantamagazine.org/mathematics-as-a-team-sport-20200331/,1585951796,3405556552,,archive
Lentil Curry - mega flavour lentil recipe! | RecipeTin Eats,https://www.recipetineats.com/lentil-curry-mega-flavour-lentil-recipe/,1711717007,3405556553,,unread
Gli eretici di Stoccolma. Come e perché la stampa italiana disinforma su Sv,https://www.wumingfoundation.com/giap/2020/04/svezia-e-coronavirus/?fbclid=IwAR0J6OVD5jnPJ1S2cS30aOjNjUBBNpyrvgzK_Xg2AUjVBqvXX3fnPhWShOc,1587038663,3405556559,,archive
Computer Scientist Donald Knuth Can’t Stop Telling Stories | Quanta Magazin,https://www.quantamagazine.org/computer-scientist-donald-knuth-cant-stop-telling-stories-20200416/,1587335664,3405556560,,reading
Timav ‒ Szymon Kaliski,https://szymonkaliski.com/writing/2017-04-30-time-tracking/,1680866636,3405556563,,reading
Memex Dreams ‒ Szymon Kaliski,https://szymonkaliski.com/writing/2020-04-19-memex-dreams/,1680866700,3405556564,,reading
A bioethicist on the hidden costs of lockdown in Italy | Aeon Essays,https://aeon.co/essays/a-bioethicist-on-the-hidden-costs-of-lockdown-in-italy?utm_medium=feed&utm_source=rss-feed,1588006567,3405556566,,archive
Exploring Bayesian Optimization,https://distill.pub/2020/bayesian-optimization/,1589471400,3405556569,explorables|papers,unread
«Io non ho il minimo dubbio». Il fallimento comunicativo di scienziati ed «,https://www.wumingfoundation.com/giap/2020/05/science-communication-breakdown/,1589471749,3405556572,,archive
Rispettare l’altro non significa tradurlo alla lettera | tradurre,https://rivistatradurre.it/rispettare-laltro-non-significa-tradurlo-alla-lettera/,1603825709,3405556579,,archive
The Air We Breathe: a cross-reality balloon exhibition – The Art of Researc,https://theartofresearch.org/the-air-we-breathe/,1590999189,3405556583,,archive
https://theartofresearch.org/avocado-toast/,https://theartofresearch.org/avocado-toast/,1591424740,3405556585,,archive
Le città devono aprirsi agli studenti - Franco Lorenzoni - Internazionale,https://www.internazionale.it/opinione/franco-lorenzoni-2/2020/06/09/citta-scuola-studenti,1592257333,3405556587,,archive
Jessy Lin •,http://jessylin.com/2020/06/08/rethinking-human-ai-interaction/,1657670303,3405556588,,archive
How Is Math Beautiful? | Quanta Magazine,https://www.quantamagazine.org/how-is-math-beautiful-20200616/,1592519193,3405556592,,reading
100R — an island to oneself,https://100r.co/site/an_island_to_oneself.html,1673117854,3405556596,,archive
"Your Final Assignment Is…a Podcast | by Bret Zawilski | Jul, 2020 | Bello C",https://bellocollective.com/your-final-assignment-is-a-podcast-91b85e80585b,1598655130,3405556597,,archive
How can you connect “eduroam” Wi-Fi with Raspberry Pi ? | by Emirhan Çelik,https://medium.com/@celikemirhan/how-can-you-connect-eduroam-wi-fi-with-raspberry-pi-8f704e6fa7f6,1601035196,3405556598,faq,archive
Reanimate,https://reanimate.github.io/,1675816165,3405556602,sw,unread
You don’t have to be local | Derek Sivers,https://sive.rs/local,1658708074,3405556603,,reading
Parenting : Who is it really for? | Derek Sivers,https://sive.rs/pa,1658708061,3405556604,,reading
For the wanderers who became the Aztecs history was a chorus of voices | Ae,https://aeon.co/essays/for-the-wanderers-who-became-the-aztecs-history-was-a-chorus-of-voices,1597663041,3405556605,,archive
GrimGrains — red lentil stew,https://grimgrains.com/site/red_lentil_stew.html,1679427168,3405556608,recipes,unread
Learning Haskell ‒ Szymon Kaliski,https://szymonkaliski.com/writing/2017-10-02-learning-haskell/,1680866616,3405556611,,reading
"A scuola di rabbia. Sulla riapertura scolastica, la colpevolizzazione dei g",https://www.wumingfoundation.com/giap/2020/09/a-scuola-di-rabbia/,1599258816,3405556615,,archive
Quanta Magazine,https://www.quantamagazine.org/by-losing-genes-life-often-evolved-more-complexity-20200901/,1599258832,3405556616,,reading
Emily Riehl Conducts the Mathematical Orchestra From the Middle | Quanta Ma,https://www.quantamagazine.org/emily-riehl-conducts-the-mathematical-orchestra-from-the-middle-20200902/,1599258857,3405556617,,reading
"Beside the point? Punctuation is dead, long live punctuation | Aeon Essays",https://aeon.co/essays/beside-the-point-punctuation-is-dead-long-live-punctuation?utm_medium=feed&utm_source=rss-feed,1599258869,3405556618,,archive
GrimGrains — sweet and sour lentils,https://grimgrains.com/site/sweet_and_sour_lentils.html,1679427154,3405556620,recipes,unread
Communicating with Interactive Articles,https://distill.pub/2020/communicating-with-interactive-articles/,1605727142,3405556621,explorables|papers,unread
100R — oquonie,https://100r.co/site/oquonie.html,1739816150,3405556622,games,unread
Torta al latte di cocco e cioccolato senza uova - Donnepasticcione,https://blog.cookaround.com/gildabias/torta-al-latte-di-cocco-e-cioccolato-senza-uova/,1645023523,3405556623,recipes,unread
Il padre d'Italia - RaiPlay,https://www.raiplay.it/programmi/ilpadreditalia,1660570916,3405556625,watchlist,unread
http://bressanini-lescienze.blogautore.espresso.repubblica.it/2020/09/29/falsi-negativi-e-veri-positivi/,http://bressanini-lescienze.blogautore.espresso.repubblica.it/2020/09/29/falsi-negativi-e-veri-positivi/,1601539661,3405556629,,archive
https://www.quantamagazine.org/building-the-mathematical-library-of-the-future-20201001/,https://www.quantamagazine.org/building-the-mathematical-library-of-the-future-20201001/,1629358849,3405556631,,archive
Pippi and the Moomins served as a social antidote to fascism | Aeon Essays,https://aeon.co/essays/pippi-and-the-moomins-served-as-a-social-antidote-to-fascism,1602953021,3405556633,,archive
100R — working offgrid efficiently,https://100r.co/site/working_offgrid_efficiently.html,1673118019,3405556635,,archive
Strategies for adding linguistic distinctions to a GF grammar | Inari Liste,https://inariksit.github.io/gf/2020/10/07/new-distinctions-gf.html,1602952977,3405556637,tutorials,unread
Decades-Old Graph Problem Yields to Amateur Mathematician | Quanta Magazine,https://www.quantamagazine.org/decades-old-graph-problem-yields-to-amateur-mathematician-20180417/?utm_source=pocket-ff-recs,1604569813,3405556638,,archive
Touch is a language we cannot afford to forget | Aeon Essays,https://aeon.co/essays/touch-is-a-language-we-cannot-afford-to-forget?utm_medium=feed&utm_source=feedburner&utm_campaign=Feed%3A+AeonMagazineEssays+%28Aeon+Magazine+Essays%29,1604100875,3405556640,,archive
Understanding RL Vision,https://distill.pub/2020/understanding-rl-vision/,1605727161,3405556644,explorables|papers,unread
Some Math Problems Seem Impossible. That Can Be a Good Thing. | Quanta Maga,https://www.quantamagazine.org/some-math-problems-seem-impossible-that-can-be-a-good-thing-20201118/,1605996632,3405556646,,archive
GrimGrains — roasted carrots with beluga lentils,https://grimgrains.com/site/roasted_carrots_with_beluga_lentils.html,1679427161,3405556650,recipes,unread
Rek Bell — pandoc,https://kokorobot.ca/site/pandoc.html,1680620933,3405556651,tutorials,archive
XXIIVV — webring,https://wiki.xxiivv.com/site/webring.html,1680649493,3405556653,faq,unread
Opinion | Want Vaccines Fast? Suspend Intellectual Property Rights - The Ne,https://www.nytimes.com/2020/12/07/opinion/covid-vaccines-patents.html,1609585519,3405556655,,archive
The Busy Beaver Game Illuminates the Fundamental Limits of Math | Quanta Ma,https://www.quantamagazine.org/the-busy-beaver-game-illuminates-the-fundamental-limits-of-math-20201210/,1609328400,3405556656,,archive
5.pdf,https://wordplay-workshop.github.io/modern/assets/pdfs/5.pdf,1657832992,3405556657,papers,unread
The Fibonacci Sequence as a Functor,https://www.math3ma.com/blog/fibonacci-sequence,1633337057,3405556658,,reading
How to play The Sims 4 on Linux,https://www.addictivetips.com/ubuntu-linux-tips/sims-4-on-linux/,1641404675,3405556660,faq|games,archive
Surprising Uses of Email,https://zanneth.com/2020/12/28/surprising-uses-of-email.html,1680892235,3405556663,,archive
Producing Beamer slide shows from markdown using Pandoc · Ashwin's Chronicl,https://ashwinschronicles.github.io/beamer-slides-using-markdown-and-pandoc,1639407699,3405556665,faq,archive
"GF Resource Grammar Library: Core, API and Extensions | Inari Listenmaa",https://inariksit.github.io/gf/2021/02/15/rgl-api-core-extensions.html,1613564730,3405556667,,reading
On the Dangers of Stochastic Parrots | Proceedings of the 2021 ACM Conferen,https://dl.acm.org/doi/10.1145/3442188.3445922,1651501198,3405556669,papers,unread
A webcomic about a Social Credit system,https://www.hummingfluff.com/lovelypeoplecomic.html,1670031637,3405556670,comics,unread
Rediet Abebe Tackles Inequality With Computer Science | Quanta Magazine,https://www.quantamagazine.org/rediet-abebe-tackles-inequality-with-computer-science-20210401/,1619342148,3405556671,,archive
https://www.pickuplimes.com/article/protein-27,https://www.pickuplimes.com/article/protein-27,1673692896,3405556672,,unread
https://www.pickuplimes.com/recipe/double-chocolate-mug-cake-479,https://www.pickuplimes.com/recipe/double-chocolate-mug-cake-479,1664521557,3405556673,recipes,unread
https://www.centroalbertomanzi.it/,https://www.centroalbertomanzi.it/,1725432935,3405556676,,unread
A Primer on Polymorphism · maxdeviant.com,https://maxdeviant.com/posts/2020/a-primer-on-polymorphism/,1680893302,3405556681,,reading
Google says it’s committed to ethical AI research. Its ethical AI team isn’,https://www.vox.com/recode/22465301/google-ethical-ai-timnit-gebru-research-alex-hanna-jeff-dean-marian-croak,1681410938,3405556683,,unread
1. Worries about developments in AI | Pew Research Center,https://www.pewresearch.org/internet/2021/06/16/1-worries-about-developments-in-ai/,1681410977,3405556686,,unread
A Nod to Non-Traditional Applied Math,https://www.math3ma.com/blog/a-nod-to-non-traditional-applied-math,1633337071,3405556687,,archive
https://www.pickuplimes.com/recipe/roasted-vegetable-harvest-soup-95,https://www.pickuplimes.com/recipe/roasted-vegetable-harvest-soup-95,1665308111,3405556689,recipes,unread
Common Pitfalls in the Development of ICALL Applications – Språkbanksblogge,https://spraakbanken.gu.se/blogg/index.php/2020/04/30/common-pitfalls-in-the-development-of-icall-applications/,1624884843,3405556690,,archive
"Language, Statistics, & Category Theory, Part 1",https://www.math3ma.com/blog/language-statistics-category-theory-part-1,1633336980,3405556692,,reading
Lingua::Romana::Perligata - metacpan.org,https://metacpan.org/dist/Lingua-Romana-Perligata/view/lib/Lingua/Romana/Perligata.pm,1691072954,3405556693,,unread
Distill Hiatus,https://distill.pub/2021/distill-hiatus/,1627724936,3405556694,,archive
"Language, Statistics, & Category Theory, Part 2",https://www.math3ma.com/blog/language-statistics-category-theory-part-2,1633336992,3405556695,,reading
"Language, Statistics, & Category Theory, Part 3",https://www.math3ma.com/blog/language-statistics-category-theory-part-3,1633337005,3405556697,,reading
3Blue1Brown,https://www.3blue1brown.com/topics/calculus,1703870901,3405556699,tutorials,unread
? SOFA,https://tilde.town/~dozens/sofa/,1681130428,3405556700,,archive
Regnbågssallad med tahinidressing | Recept ICA.se,https://www.ica.se/recept/regnbagssallad-med-tahinidressing-722853/,1707901991,3405556702,,unread
3Blue1Brown,https://www.3blue1brown.com/topics/neural-networks,1703870898,3405556703,,unread
Animals Can Count and Use Zero. How Far Does Their Number Sense Go? | Quant,https://www.quantamagazine.org/animals-can-count-and-use-zero-how-far-does-their-number-sense-go-20210809/,1628579874,3405556704,,archive
Jetpack Compose — Building a RecyclerView with StickyHeader | by Ioannis An,https://ioannisanif.medium.com/jetpack-compose-building-a-recyclerview-with-stickyheader-3dda03fcd68d,1636919277,3405556705,tutorials,archive
A Gentle Introduction to Graph Neural Networks,https://distill.pub/2021/gnn-intro/,1632230210,3405556706,explorables|papers,archive
The Complex Truth About ‘Junk DNA’ | Quanta Magazine,https://www.quantamagazine.org/the-complex-truth-about-junk-dna-20210901/,1630566952,3405556710,,reading
The Other Afghan Women | The New Yorker,https://www.newyorker.com/magazine/2021/09/13/the-other-afghan-women,1631904607,3405556711,,archive
Patientnämnden - Västra Götalandsregionen,https://www.vgregion.se/halsa-och-vard/Patientnamnden/,1663844959,3405556712,faq,unread
Gör ditt eget korsord! – Språkbanksbloggen,https://spraakbanken.gu.se/blogg/index.php/2021/06/23/gor-ditt-eget-korsord/,1632382347,3405556716,explorables,archive
Calling Java Methods,https://www.iitk.ac.in/esc101/05Aug/tutorial/native1.1/implementing/method.html,1632733095,3405556717,tutorials,archive
Euterpea_Quick_Reference.pdf,https://www.euterpea.com/wp-content/uploads/2016/12/Euterpea_Quick_Reference.pdf,1632873133,3405556723,faq,archive
Krishna Aur Kans (2012) Hindi in HD - Einthusan,https://einthusan.tv/movie/watch/1Iso/?lang=hindi,1632873584,3405556725,watchlist,unread
Laboratorio Levi - RaiPlay,https://www.raiplay.it/programmi/laboratoriolevi,1632873644,3405556726,watchlist,unread
End-user Programming,https://www.inkandswitch.com/end-user-programming/,1680866710,3405556728,,reading
java - Javah not found error - Stack Overflow,https://stackoverflow.com/questions/15507269/javah-not-found-error/57965733#57965733,1634823196,3405556732,faq,archive
Den unga finlandssvenska filmen finns – men saknar kanaler,https://www.hbl.fi/artikel/den-unga-finlandssvenska-filmen-finns-men-saknar-kanaler/,1637572215,3405556735,,archive
Tove - SF Anytime,https://www.sfanytime.com/sv/movie/tove,1637572236,3405556736,watchlist,unread
https://www.pickuplimes.com/recipe/mulled-spiced-apple-cider-102,https://www.pickuplimes.com/recipe/mulled-spiced-apple-cider-102,1638738989,3405556740,recipes,unread
An interview with 100 rabbits,https://sourcehut.org/blog/2021-12-08-100-rabbits-interview/,1641336508,3405556741,,archive
https://www.pickuplimes.com/recipe/gingerbread-oatmeal-with-caramelized-pear-731,https://www.pickuplimes.com/recipe/gingerbread-oatmeal-with-caramelized-pear-731,1670156046,3405556747,recipes,unread
Snart kan datorn upptäcka demens utifrån språket - Språktidningen,https://spraktidningen.se/2017/02/snart-kan-datorn-upptacka-demens-utifran-spraket/,1641673930,3405556748,,archive
Hur många djur du kommer på kan avslöja hur din hjärna mår - Språkbruk,https://www.sprakbruk.fi/-/hur-manga-djur-du-kommer-pa-kan-avsloja-hur-din-hjarna-mar,1641674093,3405556749,,archive
I’m Not Sorry for My Delay - The Atlantic,https://www.theatlantic.com/family/archive/2022/01/not-sorry-for-my-delay/621264/,1649456378,3405556753,,archive
Researchers Build AI That Builds AI | Quanta Magazine,https://www.quantamagazine.org/researchers-build-ai-that-builds-ai-20220125/,1643214225,3405556759,,reading
Ethics in AI research papers and articles,https://blog.salesforceairesearch.com/ethics-in-ai-research-papers-and-articles/,1681411026,3405556760,papers,unread
Språk(teknologi) är nyckeln till intelligens och rättvisa - Språkbruk,https://www.sprakbruk.fi/-/spr%C3%A5k-teknologi-%C3%A4r-nyckeln-till-intelligens-och-r%C3%A4ttvisa?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1643214268,3405556761,,reading
"Exclusive: Pregnant TV reporter Charlotte Bellis' full, open letter on MIQ ",https://www.nzherald.co.nz/nz/covid-19-omicron-charlotte-bellis-an-open-letter-on-miq/U4WQGYTJHUP36AGVOBN3F6PJSE/,1643999046,3405556764,,archive
God Jul from the Swedish Word Family – Språkbanksbloggen,https://spraakbanken.gu.se/blogg/index.php/2021/12/20/god-jul-with-the-swedish-word-family/,1643876201,3405556768,,archive
PRAO at the Department of Swedish – Språkbanksbloggen,https://spraakbanken.gu.se/blogg/index.php/2022/02/09/prao-at-the-department-of-swedish/,1644577107,3405556771,,archive
XXIIVV — hako,https://wiki.xxiivv.com/site/hako.html,1646645706,3405556777,games,archive
A New Perspective of Entropy,https://www.math3ma.com/blog/a-new-perspective-of-entropy,1645999754,3405556778,,reading
nchrs: uxn notes,https://nchrs.xyz/site/uxn_notes.html,1646645803,3405556779,tutorials,unread
Vellutata di cavolo viola - Le Ricette di Simo e Cicci,https://blog.giallozafferano.it/lericettedisimo/vellutata-di-cavolo-viola/,1645741256,3405556781,recipes,unread
Why Vladimir Putin has already lost this war | Yuval Noah Harari | The Guar,https://www.theguardian.com/commentisfree/2022/feb/28/vladimir-putin-war-russia-ukraine,1646342256,3405556784,,archive
https://www.ilgiorno.it/economia/tecnologia-nucleare-civile-militare-1.7413695,https://www.ilgiorno.it/economia/tecnologia-nucleare-civile-militare-1.7413695,1646139922,3405556785,,archive
Deep Neural Nets: 33 years ago and 33 years from now,http://karpathy.github.io/2022/03/14/lecun1989/,1669482290,3405556795,,archive
Autistic children and adults sketch out the look and feel of their sensory,https://aeon.co/videos/autistic-children-and-adults-sketch-out-the-look-and-feel-of-their-sensory-world?utm_source=rss-feed,1648316610,3405556796,watchlist,unread
Startup malware: come lavorano le gang cybercriminali - Guerre di Rete,https://www.guerredirete.it/startup-malware-come-lavorano-le-gang-cybercriminali/,1658930449,3405556798,,archive
What a Math Party Game Tells Us About Graph Theory | Quanta Magazine,https://www.quantamagazine.org/what-a-math-party-game-tells-us-about-graph-theory-20220324/,1648299528,3405556799,,reading
https://www.editorialedomani.it/idee/cultura/adelphighetti-finta-casa-editrice-instagram-moccia-fabio-volo-f85mhztk,https://www.editorialedomani.it/idee/cultura/adelphighetti-finta-casa-editrice-instagram-moccia-fabio-volo-f85mhztk,1648316021,3405556801,,archive
How dystopias can save the world - BBC Culture,https://www.bbc.com/culture/article/20220328-how-dystopias-can-save-the-world,1656887353,3405556802,,unread
Functional Programming in TypeScript,https://serokell.io/blog/typescript-for-haskellers,1658708140,3405556803,tutorials,unread
Reparto ransomware: quando viene attaccato un ospedale - Guerre di Rete,https://www.guerredirete.it/reparto-ransomware-quando-viene-attaccato-un-ospedale/,1649680255,3405556806,,archive
E-böcker - Göteborgs Stad,https://goteborg.se/wps/portal/start/kultur-och-fritid/bibliotek/lana/lana-digitalt/e-bocker,1649762864,3405556808,faq,archive
Incoscienti e sfacciati: le tecniche dei teenager che violano aziende - Gue,https://www.guerredirete.it/incoscienti-e-sfacciati-le-tecniche-dei-teenager-che-violano-aziende/,1658930449,3405556809,,archive
La guerra di Putin fa svanire la neutralità di Svezia e Finlandia - Pierre,https://www.internazionale.it/opinione/pierre-haski/2022/04/13/svezia-finlandia-nato,1650448641,3405556810,,archive
Which Computational Universe Do We Live In? | Quanta Magazine,https://www.quantamagazine.org/which-computational-universe-do-we-live-in-20220418/,1650448628,3405556813,,reading
The idea of primitive communism is as seductive as it is wrong | Aeon Essay,https://aeon.co/essays/the-idea-of-primitive-communism-is-as-seductive-as-it-is-wrong?utm_source=rss-feed,1650448618,3405556814,,archive
"Russia, così viene aggirata la censura internet - Guerre di Rete",https://www.guerredirete.it/russia-cos-viene-aggirata-la-censura-internet/,1651589533,3405556819,,archive
https://www.theatlantic.com/ideas/archive/2022/05/putin-war-propaganda-russian-support/629714/,https://www.theatlantic.com/ideas/archive/2022/05/putin-war-propaganda-russian-support/629714/,1651885289,3405556822,,archive
https://www.nytimes.com/2022/05/01/books/maia-kobabe-gender-queer-book-ban.html,https://www.nytimes.com/2022/05/01/books/maia-kobabe-gender-queer-book-ban.html,1651579945,3405556823,,archive
SwedishFromScratch: a mini-course for Ukranians – Språkbanksbloggen,https://spraakbanken.gu.se/blogg/index.php/2022/04/29/swedishfromscratch-a-mini-course-for-ukranians/,1651589516,3405556826,,archive
Perché il Web3 ci fa litigare - Guerre di Rete,https://www.guerredirete.it/perche-il-web3-ci-fa-litigare/,1658930449,3405556827,,archive
Forskare utvecklar digital språkkurs i svenska för ukrainare | Göteborgs un,https://www.gu.se/nyheter/forskare-utvecklar-digital-sprakkurs-i-svenska-for-ukrainare,1651840184,3405556831,,archive
The Mysterious Disappearance of a Revolutionary Mathematician | The New Yor,https://www.newyorker.com/magazine/2022/05/16/the-mysterious-disappearance-of-a-revolutionary-mathematician,1653078880,3405556833,,unread
Computer Scientists Prove Certain Problems Are Truly Hard | Quanta Magazine,https://www.quantamagazine.org/computer-scientists-prove-certain-problems-are-truly-hard-20220511/,1652564854,3405556834,,reading
Alla elever behöver inte prata svenska hela tiden,https://www.expressen.se/debatt/alla-elever-behover-inte--prata-svenska-hela-tiden/,1653061627,3405556835,,archive
Drive My Car (film) - Wikipedia,https://it.m.wikipedia.org/wiki/Drive_My_Car_(film),1660570338,3405556843,watchlist,unread
Computing Expert Says Programmers Need More Math | Quanta Magazine,https://www.quantamagazine.org/computing-expert-says-programmers-need-more-math-20220517/,1653086351,3405556848,,reading
Solo per passione - Letizia Battaglia fotografa - RaiPlay,https://www.raiplay.it/programmi/soloperpassione-letiziabattagliafotografa,1660566594,3405556857,watchlist,unread
6033.pdf,https://repository.ubn.ru.nl/bitstream/handle/2066/15628/6033.pdf,1655305035,3405556863,papers,unread
The Google engineer who thinks the company’s AI has come to life,https://www.msn.com/en-us/news/technology/the-google-engineer-who-thinks-the-company-s-ai-has-come-to-life/ar-AAYliU1,1655305016,3405556864,,archive
Blog 10: Perché non tornate a vivere in Italia?,https://www.albemadrigal.com/blog-10-perche-non-tornate-a-vivere-in-italia/,1658770178,3405556867,comics,unread
The Brain Has a ‘Low-Power Mode’ That Blunts Our Senses | Quanta Magazine,https://www.quantamagazine.org/the-brain-has-a-low-power-mode-that-blunts-our-senses-20220614/,1656583655,3405556869,,reading
Human-like programs abuse our empathy – even Google engineers aren’t immune,https://www.theguardian.com/commentisfree/2022/jun/14/human-like-programs-abuse-our-empathy-even-google-engineers-arent-immune,1657650587,3405556870,,unread
L’Onu e la repressione degli uiguri - Junko Terao - Internazionale,https://www.internazionale.it/opinione/junko-terao/2022/06/15/cina-bachelet-uiguri,1656583643,3405556871,,reading
La strategia di Erdoğan contro i curdi - Francesca Gnetti - Internazionale,https://www.internazionale.it/opinione/francesca-gnetti/2022/06/16/erdogan-curdi,1656583586,3405556874,,reading
Subverting Climate Science in the Classroom - Scientific American,https://www.scientificamerican.com/article/subverting-climate-science-in-the-classroom/,1659727917,3405556875,,archive
https://www.1177.se/Vastra-Gotaland/sa-fungerar-varden/anhorig---narstaende/anhorigstod---stod-for-dig-som-vardar-eller-stodjer-en-narstaende/,https://www.1177.se/Vastra-Gotaland/sa-fungerar-varden/anhorig---narstaende/anhorigstod---stod-for-dig-som-vardar-eller-stodjer-en-narstaende/,1655423751,3405556878,faq,archive
writing one sentence per line | Derek Sivers,https://sive.rs/1s,1658708010,3405556885,,reading
"Adaptive technologies have helped Stephen Hawking, and many more, find thei",https://aeon.co/videos/adaptive-technologies-have-helped-stephen-hawking-and-many-more-find-their-voice?utm_source=rss-feed,1656583561,3405556886,watchlist,unread
Film - RaiPlay,https://www.raiplay.it/video/2022/06/Il-conformista-64db9427-68d1-4818-8772-064a0448e293.html,1657377817,3405556891,watchlist,unread
We Asked GPT-3 to Write an Academic Paper about Itself.--Then We Tried to G,https://www.scientificamerican.com/article/we-asked-gpt-3-to-write-an-academic-paper-about-itself-then-we-tried-to-get-it-published/,1656804523,3405556894,,unread
När man skriver för örat - Språkbruk,https://www.sprakbruk.fi/-/n%C3%A4r-man-skriver-f%C3%B6r-%C3%B6rat?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1656583464,3405556895,,reading
Vem talar esperanto?,https://www.sprakbruk.fi/-/vem-talar-esperanto-?redirect=%2Fforsta-sidan%2F-%2Fasset_publisher%2F9oQQJwdresKq%2Frss,1658772009,3405556897,,reading
L’uccisione di Shinzō Abe lascia il Giappone sotto shock - Junko Terao - In,https://www.internazionale.it/opinione/junko-terao/2022/07/09/uccisione-shinzo-abe,1657833728,3405556910,,reading
Underline | Sort by Structure: Language Model Ranking as Dependency Probing,https://underline.io/events/325/posters/11437/poster/54115-sort-by-structure-language-model-ranking-as-dependency-probing,1657580745,3405556918,papers|watchlist,unread
Underline | Original or Translated? A Causal Analysis of the Impact of Tran,https://underline.io/events/325/sessions/11388/lecture/53950-original-or-translatedquestion-a-causal-analysis-of-the-impact-of-translationese-on-machine-translation-performance,1657581394,3405556919,papers|watchlist,unread
Underline | Mapping the Design Space of Human-AI Interaction in Text Summar,https://underline.io/events/325/sessions/11400/lecture/54498-mapping-the-design-space-of-human-ai-interaction-in-text-summarization,1657660874,3405556925,papers|watchlist,unread
La battaglia sulla privacy riparte dalle donne - Guerre di Rete,https://www.guerredirete.it/battaglia-sulla-privacy-riparte-dalle-donne/,1658930449,3405556926,,archive
Quanta Magazine,https://www.quantamagazine.org/how-do-mathematicians-know-their-proofs-are-correct-20220713/,1658675954,3405556929,,reading
Civic Nation BrandVoice: Supporting Students’ Postsecondary Success Amid Pa,https://www.forbes.com/sites/civicnation/2022/05/20/supporting-students-postsecondary-success-amid-pandemic-interruptions/?sh=b11d85534c66,1657753695,3405556931,,unread
